-1643.8570251028557,1
-3293.4534853236732,2
-4935.054261486501,3
-6532.3456966599615,4
-8132.576172654362,5
-9652.952973957732,6
-11368.10547389029,7
-13111.264431004,8
-14638.047546637756,9
-16298.773908127392,10
-18031.75895486852,11
-19700.19314357519,12
-21235.635334463033,13
-22883.65169826854,14
-24601.564566498204,15
-26239.805674365827,16
-27983.476351346686,17
-29541.228700581483,18
-31152.212868627263,19
-32809.500623593776,20
-1501.16234839049,21
-3115.1842487319204,22
-4771.129106367834,23
-6303.494921255222,24
-7884.821159134099,25
-9620.001562812673,26
-11137.738502286571,27
-12854.104108969472,28
-14568.11850133237,29
-16119.293541334997,30
-17845.359290366934,31
-19351.66745734172,32
-20848.70889979398,33
-22527.272989261397,34
-24296.248472206014,35
-26029.983096061325,36
-27674.394825009735,37
-29133.779704221794,38
-30828.08481870302,39
-32333.314124360084,40
-1641.6897100308124,41
-3392.5611004531984,42
-4959.971139294452,43
-6612.442046618887,44
-8253.40438598387,45
-9743.4793345239,46
-11414.011825304779,47
-13123.8680619606,48
-14729.370344407915,49
-16343.177045306214,50
-18049.14368975402,51
-19734.40799731006,52
-21377.795400354924,53
-22911.54241299929,54
-24523.1920467177,55
-26077.53507060685,56
-27777.78598465806,57
-29316.922590091188,58
-31154.833112286353,59
-32796.45940792435,60
-1695.6677524166091,61
-3337.1499503235564,62
-5070.645814914307,63
-6746.011580489651,64
-8391.410780817068,65
-9921.672463304278,66
-11595.349879969124,67
-13157.713362013417,68
-14794.308949924109,69
-16435.75971947871,70
-18003.284308053877,71
-19614.515372744074,72
-21368.708853305056,73
-23141.401738945413,74
-25063.44817406563,75
-26777.689491846097,76
-28541.68600922635,77
-30178.387371337816,78
-31776.223630628647,79
-33510.1238048306,80
-1632.257212615478,81
-3398.806557981096,82
-5054.472133902946,83
-6751.208824737094,84
-8399.497086545627,85
-9950.914664404636,86
-11680.90812725188,87
-13334.39841502532,88
-14878.310255229098,89
-16600.31877697217,90
-18323.21236313774,91
-19909.509685174515,92
-21569.695916249977,93
-23067.185905368147,94
-24502.62099182375,95
-26158.07141799706,96
