-6445.5872696847355,1
-12743.341025152082,2
-19033.91001499822,3
-25621.43643515136,4
-31907.859281618665,5
-38225.7237851105,6
-44623.366560760194,7
-51099.15325042518,8
-57584.015828544085,9
-63984.74401910968,10
-70473.52504302676,11
-76826.00684205737,12
-83145.69075391298,13
-89504.61292927821,14
-95916.40900140672,15
-102021.48272142636,16
-108263.64957872093,17
-114551.03737402521,18
-120794.3466753882,19
-127093.57004150626,20
-6346.067039346678,21
-12675.320594206489,22
-18864.189748374563,23
-25278.55335975903,24
-31699.89117494063,25
-37898.376084530835,26
-44391.57544867391,27
-50537.1290582349,28
-56938.05847829604,29
-63428.14721837275,30
-69682.68450819903,31
-76223.3852134105,32
-82722.03119438922,33
-89184.55066880694,34
-95586.93343350719,35
-101787.93880995312,36
-107684.79012134664,37
-114136.3524733607,38
-120444.2825946091,39
-126622.29563574375,40
-6232.098884117236,41
-12668.58692324901,42
-19128.024120764185,43
-25366.777353413756,44
-31502.695340446106,45
-37952.550930231955,46
-44311.347422662104,47
-50530.07888417355,48
-56976.273728743945,49
-63244.18417337159,50
-69586.49421506254,51
-75876.3903076117,52
-81810.77003254062,53
-88188.04444297966,54
-94449.82644331103,55
-100338.52729086964,56
-106544.52761939098,57
-112542.24752167978,58
-118944.60018840023,59
-124827.84188832335,60
-6411.316850236891,61
-12652.298432327663,62
-18462.828176536845,63
-24188.236980425205,64
-30353.737475621536,65
-36830.367826774316,66
-42960.56052886603,67
-48792.815468761844,68
-55078.38920925968,69
-61513.89354841498,70
-67548.40046116826,71
-73546.02301036962,72
-79885.80903510272,73
-86041.43921852861,74
-92642.53579138614,75
-98752.17877566158,76
-104876.41509712792,77
-111371.98014419552,78
-117477.733500469,79
-123605.80719901295,80
-6155.06693859005,81
-12413.73921946103,82
-18483.643647643075,83
-24626.577866015115,84
-30750.60779118938,85
-37051.612526435456,86
-43012.911935151504,87
-49038.25423245645,88
-55021.951690941816,89
-61352.135288031124,90
-67507.89511858615,91
-73919.1257668736,92
-80358.14068424163,93
-86706.47493026224,94
-92822.9743577107,95
-98870.52780952868,96
-105085.94610273709,97
-111138.63715381657,98
-117107.36030016706,99
-123439.99567714609,100
-6223.338436246133,101
-12118.307220593373,102
-18087.723864201645,103
-24101.17034812961,104
-30165.156081284287,105
-36327.47640193723,106
-42202.743293832194,107
-48064.619302819294,108
-53772.306967600256,109
-60233.33004774287,110
-66171.2783787946,111
-72324.65270384845,112
-78146.15893552729,113
-84130.08219294365,114
-90255.59566334532,115
-96295.1758660585,116
-102333.76786561192,117
-108233.40694209823,118
-114351.29157511424,119
-120115.57790502248,120
-6277.536001781829,121
-12511.288750894071,122
-18590.523537421275,123
-24432.68512467208,124
-30655.07244620437,125
-36763.1722441806,126
-42919.23172402198,127
-48939.68715866162,128
-54992.88801661834,129
-60915.961370466764,130
-66925.59893854836,131
-72951.22707882439,132
-78869.63555528807,133
-84887.69971498892,134
-90545.07811956914,135
-96736.11976599535,136
-102363.16400486333,137
-108351.04449988804,138
-114089.08493713825,139
-120034.29026060505,140
-6130.75004818588,141
-11907.557929813911,142
-17624.963921008275,143
-23135.637040059493,144
-29018.273148774184,145
-34872.56301901358,146
-40877.82745672712,147
-46648.76075016895,148
-52599.89116523569,149
-58372.36287924229,150
